speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
1-9km/h,53.227,alive,airbag,belted,1,m,71,2002,1998,nodeploy,driver,0,0
10-24,1251.5879999995,alive,airbag,belted,0,f,37,1999,1998,nodeploy,pass,0,0
10-24,90.9679999994,alive,airbag,none,1,m,21,2002,1993,deploy,driver,1,3
10-24,1175.9209999889,alive,airbag,belted,0,f,17,2002,1994,nodeploy,pass,0,0
1-9km/h,98.8679999998,alive,airbag,belted,0,f,18,2000,1999,deploy,pass,1,0
10-24,547.3159999996,alive,none,none,1,f,60,2002,1953,unavail,driver,0,1
10-24,4128.6089999676,alive,none,none,0,f,62,1997,1992,unavail,driver,0,1
25-39,28.4709999999,alive,airbag,belted,1,f,27,2000,2001,nodeploy,driver,0,0
10-24,1394.1079999954,alive,airbag,belted,0,m,49,2002,1999,nodeploy,driver,0,0
10-24,10865.5199999809,alive,none,belted,1,f,66,2001,1993,unavail,pass,0,0
10-24,35.693,alive,none,none,1,f,20,1997,1986,unavail,driver,0,3
25-39,532.1709999964,alive,none,none,1,m,30,2000,1984,unavail,driver,0,2
10-24,81.9959999993,alive,none,belted,0,m,32,1997,1992,unavail,driver,0,3
1-9km/h,377.2899999991,alive,airbag,belted,1,m,41,1998,1995,nodeploy,driver,0,0
25-39,38.5949999997,alive,airbag,belted,0,f,33,1997,1995,nodeploy,driver,0,3
10-24,631.5519999936,alive,airbag,belted,0,m,22,2002,1996,nodeploy,driver,0,0
25-39,38.5949999997,alive,airbag,belted,0,m,21,1997,1995,nodeploy,driver,0,2
25-39,6.436,dead,airbag,none,1,f,83,2000,1999,deploy,pass,1,4
10-24,45.6529999999,alive,airbag,belted,0,f,63,2001,2000,nodeploy,driver,0,2
25-39,12.899,alive,none,none,1,m,18,1997,1985,unavail,driver,0,2
55+,12.8529999999,alive,airbag,belted,1,m,49,2002,1999,deploy,pass,1,2
10-24,380.4449999966,alive,airbag,belted,1,m,17,2002,1990,deploy,driver,1,0
25-39,49.7679999997,alive,none,belted,1,m,16,1998,1984,unavail,driver,0,1
25-39,10.2159999999,alive,none,belted,1,f,87,1999,1983,unavail,driver,0,4
10-24,49.4829999995,alive,airbag,none,1,f,73,1998,1994,deploy,driver,1,1
55+,73.0049999999,alive,none,belted,0,f,18,1998,1990,unavail,driver,0,3
25-39,5.329,alive,airbag,none,0,m,39,1998,1995,nodeploy,driver,0,3
40-54,49.406,dead,airbag,none,1,m,27,1999,1997,deploy,driver,1,4
25-39,4.442,alive,none,belted,1,m,72,1997,1993,unavail,driver,0,2
10-24,36.0319999997,alive,airbag,belted,0,m,59,2002,1999,deploy,driver,1,3
10-24,69.4839999992,alive,none,belted,1,f,19,2001,1992,unavail,driver,0,2
40-54,84.0129999993,alive,airbag,belted,0,m,38,2002,1994,deploy,driver,1,3
40-54,34.5349999997,alive,airbag,none,1,m,28,2001,1996,deploy,driver,1,3
10-24,1663.4359999895,alive,airbag,belted,0,m,51,1998,1996,nodeploy,driver,0,0
10-24,461.0589999966,alive,none,belted,1,f,75,1999,1985,unavail,pass,0,0
10-24,163.7349999994,alive,none,belted,1,f,43,2001,1986,unavail,driver,0,1
40-54,47.5029999996,alive,airbag,belted,1,m,42,1998,1994,deploy,driver,1,3
25-39,41.0759999999,alive,none,belted,1,m,24,1999,1989,unavail,driver,0,1
10-24,91.4269999992,alive,airbag,belted,0,f,29,1999,1994,nodeploy,driver,0,3
10-24,288.5759999976,alive,airbag,belted,1,f,50,1998,1998,deploy,driver,1,3
10-24,40.6609999998,alive,none,belted,1,m,17,1999,1988,unavail,driver,0,1
25-39,14.115,alive,airbag,none,0,m,35,1999,1997,deploy,driver,1,3
10-24,22.2819999999,alive,airbag,belted,0,f,40,2000,1997,deploy,driver,1,3
10-24,29.757,alive,none,belted,1,f,26,2000,1993,unavail,driver,0,1
10-24,398.0289999992,alive,none,belted,1,f,43,1998,1973,unavail,pass,0,1
25-39,18.112,dead,none,belted,0,f,65,1999,1991,unavail,driver,0,4
25-39,33.2879999997,alive,none,belted,0,f,73,1997,1986,unavail,pass,0,3
40-54,49.406,dead,airbag,belted,0,f,60,1999,1994,nodeploy,driver,0,4
10-24,3791.2059999704,alive,airbag,belted,1,f,40,1999,1997,nodeploy,driver,0,0
40-54,5672.3199999929,alive,none,belted,0,f,21,1998,1991,unavail,driver,0,1
25-39,18.879,alive,airbag,none,1,m,16,2002,1997,deploy,pass,1,2
10-24,3.366,alive,airbag,none,1,f,38,2002,2000,deploy,pass,1,3
10-24,42.9909999999,alive,airbag,none,0,m,44,1998,1995,nodeploy,driver,0,1
10-24,37.568,alive,none,belted,0,f,27,2002,1992,unavail,driver,0,1
1-9km/h,1137.5619999915,alive,none,belted,0,m,82,2000,1992,unavail,driver,0,0
10-24,404.2509999983,alive,none,belted,0,f,67,1997,1983,unavail,driver,0,0
55+,51.4279999998,alive,none,belted,0,m,37,2001,1988,unavail,pass,0,3
25-39,19.3779999998,alive,none,none,0,m,29,1999,1982,unavail,driver,0,3
55+,7.436,alive,airbag,none,0,m,30,2002,2000,deploy,driver,1,3
10-24,547.3169999942,alive,none,none,1,m,45,1997,1984,unavail,pass,0,0
10-24,104.9249999998,alive,airbag,belted,0,f,35,2000,1998,nodeploy,driver,0,1
10-24,155.6369999982,alive,airbag,belted,1,m,18,2002,1996,deploy,driver,1,0
10-24,391.6919999979,alive,none,belted,0,f,19,2001,1989,unavail,driver,0,0
25-39,459.5209999979,alive,none,none,0,m,24,2002,1984,unavail,driver,0,0
55+,24.166,alive,none,none,1,m,32,1998,1993,unavail,driver,0,3
10-24,238.5229999982,alive,airbag,none,0,m,37,2002,1999,deploy,driver,1,2
10-24,22.0129999998,alive,airbag,belted,0,f,35,1998,1994,nodeploy,pass,0,0
40-54,38.9939999999,alive,airbag,belted,0,m,65,,1998,nodeploy,driver,0,0
25-39,482.2019999996,alive,none,none,0,f,17,2001,1990,unavail,pass,0,0
10-24,793.9409999996,alive,none,belted,1,m,21,1997,1989,unavail,driver,0,2
1-9km/h,848.7669999972,alive,none,belted,0,f,54,1999,1983,unavail,driver,0,0
40-54,11.72,alive,airbag,belted,1,m,19,2002,1997,nodeploy,driver,0,1
10-24,24.166,alive,none,none,0,f,26,1998,1987,unavail,driver,0,3
10-24,1600.6929999888,alive,airbag,belted,0,f,86,2002,1993,nodeploy,driver,0,0
25-39,417.8419999965,alive,airbag,belted,1,m,16,1997,1992,deploy,driver,1,0
25-39,40.6169999996,alive,airbag,none,1,m,33,2001,1993,deploy,driver,1,3
10-24,103.4649999999,alive,none,none,1,f,17,2000,1986,unavail,driver,0,3
25-39,664.1889999956,alive,airbag,belted,1,f,17,1999,1996,deploy,driver,1,0
10-24,808.5759999976,alive,airbag,belted,1,m,20,2000,1997,deploy,driver,1,0
25-39,4.595,alive,airbag,belted,1,f,30,2000,1996,deploy,driver,1,2
10-24,700.547999993,alive,none,belted,1,f,46,1998,1979,unavail,driver,0,0
10-24,2210.1429999769,alive,airbag,belted,1,m,19,2002,1997,deploy,pass,1,0
10-24,26.2279999999,alive,none,belted,1,f,52,1998,1990,unavail,pass,0,1
55+,115.3329999996,dead,none,none,0,m,22,2000,1981,unavail,driver,0,4
10-24,74.1749999998,alive,none,belted,0,m,57,2002,1993,unavail,driver,0,2
10-24,482.2599999979,alive,airbag,belted,0,f,91,2002,1998,nodeploy,driver,0,0
10-24,54.3389999997,dead,airbag,none,1,m,27,2000,2000,deploy,pass,1,3
10-24,3407.6629999876,alive,airbag,belted,1,f,22,1999,1993,nodeploy,driver,0,1
25-39,528.3189999983,alive,none,belted,1,f,16,1999,1991,unavail,pass,0,3
40-54,43.6659999997,alive,airbag,none,1,f,52,2001,1998,deploy,driver,1,3
10-24,55.5979999998,alive,airbag,belted,1,f,54,1998,1993,deploy,pass,1,3
25-39,38.9939999999,alive,airbag,none,0,f,56,2002,1995,nodeploy,driver,0,3
10-24,478.1909999996,alive,none,belted,0,f,27,1998,1994,unavail,driver,0,0
10-24,54.3029999998,alive,none,none,0,m,28,2001,1989,unavail,driver,0,3
1-9km/h,182.0869999994,alive,none,belted,1,m,31,2001,1990,unavail,driver,0,0
55+,89.6809999999,dead,none,none,0,f,57,1997,1994,unavail,pass,0,4
10-24,64.5089999996,alive,none,none,0,m,42,1998,1977,unavail,driver,0,0
40-54,313.318,alive,none,none,1,f,18,1998,1981,unavail,driver,0,3
10-24,468.1209999993,alive,airbag,belted,0,f,49,1999,1996,nodeploy,pass,0,1
25-39,68.142,alive,none,none,0,m,22,1998,1976,unavail,driver,0,2
25-39,954.2899999991,alive,airbag,belted,0,f,36,1997,1996,deploy,driver,1,3
25-39,235.2979999986,alive,none,belted,0,f,16,1999,1987,unavail,driver,0,2
40-54,38.5949999997,dead,none,belted,1,f,72,1997,1994,unavail,driver,0,3
55+,134.3829999994,alive,none,belted,1,m,53,1997,1984,unavail,driver,0,1
25-39,109.5319999997,alive,airbag,none,1,m,19,1999,1997,deploy,driver,1,2
40-54,10.2159999999,dead,none,none,0,m,45,1999,1989,unavail,driver,0,4
25-39,326.3459999971,alive,airbag,belted,0,f,28,2000,1993,nodeploy,pass,0,0
25-39,43.5519999997,alive,none,none,1,f,52,1997,1996,unavail,pass,0,2
10-24,422.6199999973,alive,none,belted,1,m,19,1998,1987,unavail,pass,0,2
10-24,218.1689999998,alive,airbag,none,1,m,41,2002,2000,deploy,driver,1,0
10-24,1835.8799999952,alive,airbag,belted,0,f,50,2000,1993,nodeploy,driver,0,0
25-39,90.6739999996,alive,airbag,belted,0,f,16,2001,2000,deploy,pass,1,2
25-39,41.6819999996,alive,none,none,1,m,17,1999,1997,unavail,pass,0,3
10-24,276.7359999977,alive,airbag,belted,1,f,30,2000,1994,deploy,driver,1,0
10-24,175.686999999,alive,none,belted,1,f,20,2002,1993,unavail,driver,0,0
25-39,49.7749999999,alive,airbag,belted,1,m,71,1997,1997,nodeploy,pass,0,0
10-24,21.5829999999,alive,airbag,belted,0,m,33,2001,1998,deploy,driver,1,1
25-39,158.6849999987,alive,airbag,belted,0,f,42,1998,1995,nodeploy,driver,0,1
10-24,137.568,alive,airbag,belted,1,m,38,2002,1999,deploy,driver,1,1
25-39,490.4349999987,alive,none,belted,1,f,19,2000,1994,unavail,driver,0,3
25-39,117.2109999992,alive,airbag,belted,0,f,84,1998,1994,deploy,driver,1,1
1-9km/h,13.674,alive,none,belted,1,m,42,2000,1990,unavail,driver,0,0
25-39,10.034,alive,airbag,none,1,m,25,2002,1997,deploy,driver,1,3
10-24,2582.5549999774,alive,airbag,belted,1,m,37,2002,1996,deploy,driver,1,0
25-39,101.9479999999,alive,airbag,none,0,f,32,2002,1999,nodeploy,driver,0,5
10-24,70.9319999991,alive,airbag,belted,1,f,29,2002,1997,nodeploy,driver,0,3
25-39,8.5299999999,alive,none,none,1,f,32,1998,1990,unavail,pass,0,3
25-39,69.4139999999,alive,none,belted,1,m,18,1999,1994,unavail,pass,0,1
10-24,149.9459999986,alive,airbag,belted,1,m,46,2002,1999,deploy,driver,1,0
25-39,22.1739999999,alive,none,belted,1,f,16,1999,1987,unavail,driver,0,0
10-24,41.1189999999,alive,none,none,0,m,23,1997,1987,unavail,driver,0,3
10-24,1444.9299999923,alive,none,belted,1,m,80,1998,1981,unavail,driver,0,0
40-54,237.2879999988,dead,none,belted,0,m,23,1997,1992,unavail,pass,0,4
10-24,6209.8869999647,alive,none,belted,0,f,22,1997,1988,unavail,driver,0,1
55+,124.1219999995,alive,airbag,belted,1,f,44,2001,1997,deploy,driver,1,3
10-24,1037.5779999942,alive,none,belted,1,m,19,2002,1984,unavail,pass,0,0
25-39,343.4619999975,alive,airbag,belted,1,m,68,2002,1999,deploy,driver,1,1
25-39,12.0719999999,alive,airbag,belted,1,f,36,2002,2002,deploy,driver,1,2
10-24,82.9029999999,alive,airbag,belted,1,m,43,2000,1999,nodeploy,driver,0,0
10-24,10.9169999999,alive,airbag,belted,1,m,40,1999,1996,deploy,driver,1,0
10-24,3366.7859999836,alive,none,belted,0,f,42,1997,1991,unavail,driver,0,2
55+,13.6139999999,alive,none,belted,1,f,,1998,1986,unavail,driver,0,3
10-24,11.7829999999,alive,none,none,0,m,26,2001,1987,unavail,driver,0,3
25-39,41.1969999997,alive,none,belted,1,m,34,2001,1987,unavail,driver,0,1
25-39,498.925999999,alive,airbag,belted,1,m,24,2000,1995,nodeploy,driver,0,1
10-24,86.9859999996,alive,airbag,belted,1,f,75,1998,1995,deploy,driver,1,3
25-39,553.4669999927,alive,none,belted,1,m,29,2001,1990,unavail,pass,0,2
10-24,32.8239999996,alive,airbag,belted,0,m,20,1997,1998,nodeploy,pass,0,0
10-24,411.1999999993,alive,airbag,belted,1,f,38,2001,1991,nodeploy,driver,0,1
10-24,984.8449999988,alive,airbag,belted,0,f,19,2002,2002,nodeploy,driver,0,0
10-24,1424.048999995,alive,airbag,belted,1,m,45,1999,1998,deploy,driver,1,0
25-39,8.6699999999,alive,none,none,0,m,44,1998,1990,unavail,driver,0,3
10-24,175.8729999997,alive,none,belted,1,m,47,1998,1993,unavail,driver,0,0
10-24,18.8259999999,alive,airbag,belted,0,m,18,2002,1994,nodeploy,driver,0,1
25-39,501.9189999998,alive,airbag,belted,0,f,17,2002,2000,nodeploy,driver,0,1
55+,30.2899999998,alive,none,none,1,m,30,1997,1986,unavail,driver,0,3
10-24,166.5029999986,alive,none,belted,1,f,38,2002,1994,unavail,driver,0,1
25-39,58.1899999999,alive,airbag,none,1,m,19,2000,1995,deploy,pass,1,3
10-24,251.6909999996,alive,airbag,belted,1,f,37,1998,1997,deploy,driver,1,2
1-9km/h,192.8069999982,alive,airbag,none,1,m,39,2002,1992,nodeploy,pass,0,1
10-24,12.8359999999,alive,airbag,belted,1,f,30,1997,1995,deploy,driver,1,3
40-54,1544.2089999914,alive,none,none,1,m,20,2000,1995,unavail,driver,0,2
40-54,20.4129999999,alive,airbag,belted,0,m,39,1998,1996,deploy,driver,1,2
10-24,49.4829999995,alive,airbag,none,0,f,16,1998,1995,deploy,pass,1,3
10-24,333.4279999994,alive,airbag,none,0,f,40,1997,1996,nodeploy,driver,0,0
25-39,1150.7149999887,alive,none,belted,1,f,33,1997,1986,unavail,driver,0,2
10-24,47.3039999995,alive,none,belted,1,f,81,1997,1988,unavail,driver,0,3
1-9km/h,406.9609999992,alive,airbag,belted,0,m,36,2001,1991,nodeploy,driver,0,0
10-24,195.9299999997,alive,airbag,belted,0,f,18,1999,1996,deploy,driver,1,3
40-54,37.4549999996,alive,none,belted,1,m,41,1999,1992,unavail,driver,0,2
25-39,46.8159999996,alive,none,belted,1,m,18,2002,1988,unavail,driver,0,3
10-24,531.0379999951,alive,airbag,belted,0,m,33,1998,1993,nodeploy,pass,0,0
25-39,452.9049999975,alive,airbag,belted,0,m,20,2002,1998,nodeploy,driver,0,0
10-24,367.0009999983,alive,none,belted,0,f,21,1999,1990,unavail,driver,0,1
40-54,27.5619999999,alive,airbag,belted,1,f,30,1998,1997,deploy,driver,1,1
40-54,62.7959999996,alive,airbag,none,1,m,84,2000,1994,deploy,driver,1,3
55+,124.1219999995,alive,airbag,belted,1,f,20,2001,1995,deploy,driver,1,3
25-39,21.7489999998,alive,airbag,none,1,m,49,2001,1998,deploy,driver,1,3
25-39,52.4139999999,alive,airbag,belted,1,m,49,1998,1998,deploy,driver,1,1
40-54,39.3729999997,alive,airbag,belted,1,m,19,2001,1993,deploy,driver,1,2
40-54,367.6019999981,alive,airbag,none,1,m,21,2001,1997,deploy,driver,1,3
10-24,164.6119999997,alive,airbag,belted,1,m,18,1997,1996,deploy,pass,1,1
25-39,124.1219999995,alive,airbag,belted,1,m,37,2001,1997,deploy,pass,1,3
25-39,39.2899999996,alive,airbag,none,0,f,25,2002,1997,nodeploy,driver,0,3
25-39,78.625,alive,none,belted,1,m,39,2001,1989,unavail,pass,0,2
10-24,367.4599999972,alive,airbag,belted,0,f,71,2000,1995,nodeploy,pass,0,0
10-24,43.6659999997,alive,none,belted,1,f,19,2001,1994,unavail,pass,0,1
25-39,2310.8349999785,alive,none,belted,1,m,29,2001,1990,unavail,driver,0,0
10-24,860.6319999993,alive,none,belted,0,f,28,1997,1991,unavail,pass,0,5
10-24,192.1819999982,alive,none,belted,1,f,25,1998,1989,unavail,driver,0,1
10-24,91.4269999992,alive,none,none,1,m,74,1999,1988,unavail,driver,0,1
10-24,80.3649999993,alive,none,belted,1,f,70,2000,1991,unavail,driver,0,0
10-24,239.1579999998,alive,airbag,belted,0,m,33,2001,1999,deploy,driver,1,1
10-24,372.5529999994,alive,airbag,belted,1,m,16,2001,1995,deploy,pass,1,
25-39,168.8379999995,alive,none,belted,1,m,25,1998,1986,unavail,driver,0,0
25-39,380.7799999975,alive,airbag,belted,0,f,16,1998,1991,deploy,driver,1,2
40-54,79.7589999996,alive,airbag,belted,1,m,17,2002,1995,deploy,pass,1,0
25-39,1950.224999994,alive,airbag,belted,1,m,27,2002,1992,nodeploy,driver,0,0
40-54,0,alive,none,none,1,m,50,2000,1994,unavail,driver,0,1
10-24,120.1599999992,alive,airbag,none,1,f,74,1998,1996,deploy,driver,1,1
55+,69.0319999997,dead,airbag,none,1,m,25,2000,1998,deploy,driver,1,4
25-39,24.0919999999,alive,none,none,0,f,28,2001,1993,unavail,driver,0,3
40-54,20.95,alive,airbag,none,0,m,37,2001,1995,nodeploy,driver,0,3
25-39,21.987,alive,airbag,none,0,f,24,2001,2001,nodeploy,driver,0,3
10-24,195.9299999997,alive,none,belted,0,f,36,1999,1984,unavail,pass,0,3
40-54,22.5739999998,alive,none,none,0,m,51,1999,1987,unavail,driver,0,3
40-54,34.0529999998,alive,airbag,belted,1,m,30,1997,1996,deploy,driver,1,3
25-39,477.2949999981,alive,none,belted,0,f,21,2001,1992,unavail,driver,0,1
10-24,3049.5089999735,alive,airbag,belted,0,f,44,2001,1997,nodeploy,driver,0,1
10-24,72.1459999997,alive,none,belted,1,m,26,1999,1988,unavail,driver,0,3
40-54,11.259,alive,airbag,belted,1,f,75,2000,1998,deploy,driver,1,3
25-39,70.75,alive,none,belted,0,m,56,1999,1991,unavail,driver,0,3
55+,203.2409999985,dead,airbag,none,1,f,24,2001,2001,deploy,driver,1,4
55+,54.8029999998,dead,none,none,1,m,41,2000,1990,unavail,pass,0,4
10-24,6155.6099999547,alive,airbag,belted,0,f,29,1998,1995,nodeploy,driver,0,1
40-54,12.3809999999,alive,airbag,belted,1,m,57,1998,1990,deploy,driver,1,0
10-24,191.8859999999,alive,none,none,1,,24,2002,1988,unavail,driver,0,1
10-24,448.9419999979,alive,airbag,none,1,m,36,1997,1997,deploy,driver,1,0
10-24,88.7559999991,alive,airbag,belted,1,m,18,2001,2001,deploy,driver,1,1
40-54,14.0369999999,alive,airbag,belted,1,m,21,1997,1995,deploy,driver,1,3
10-24,368.550999999,alive,airbag,belted,0,f,43,1999,1989,nodeploy,driver,0,0
25-39,273.2169999965,alive,airbag,belted,1,f,20,2002,2000,deploy,driver,1,2
25-39,5.542,alive,airbag,belted,1,m,41,2001,1997,deploy,driver,1,3
10-24,1926.2779999971,alive,airbag,belted,0,f,32,2002,1996,deploy,pass,1,0
10-24,149.9039999992,alive,airbag,belted,1,f,31,1998,1996,deploy,driver,1,2
25-39,0,alive,airbag,belted,1,m,22,1998,1998,deploy,driver,1,2
10-24,315.6959999986,alive,airbag,belted,1,m,52,1999,1997,deploy,driver,1,2
10-24,242.2569999993,alive,airbag,belted,1,m,32,2002,1999,nodeploy,driver,0,1
10-24,147.4059999995,alive,airbag,belted,0,m,35,1999,1995,nodeploy,driver,0,0
55+,40.8589999997,alive,none,none,1,m,24,1998,1988,unavail,driver,0,3
25-39,1077.7899999917,alive,none,belted,1,f,20,2001,1991,unavail,driver,0,1
10-24,3609.8959999979,alive,airbag,belted,1,m,34,2002,1993,nodeploy,driver,0,0
10-24,1349.2159999907,alive,airbag,belted,1,m,33,1998,1998,deploy,driver,1,0
25-39,31.7379999999,alive,airbag,belted,1,m,29,2002,1998,deploy,driver,1,0
10-24,30.0599999998,alive,none,belted,1,m,28,2002,1998,unavail,driver,0,0
25-39,147.7489999998,alive,airbag,belted,0,m,17,1998,1998,nodeploy,pass,0,1
25-39,1142.7029999942,alive,airbag,belted,0,m,29,1999,1997,nodeploy,pass,0,0
25-39,956.661999993,alive,none,none,1,m,36,2001,1986,unavail,driver,0,0
10-24,30.0599999998,alive,airbag,belted,1,m,22,2002,2002,deploy,driver,1,2
55+,9.269,alive,none,none,0,m,22,1998,1986,unavail,driver,0,2
25-39,161.6769999992,alive,airbag,belted,0,f,52,2002,1997,nodeploy,pass,0,3
10-24,1698.8169999868,alive,airbag,belted,1,f,17,2000,1997,deploy,driver,1,0
40-54,55.6529999999,alive,airbag,belted,1,f,18,1999,1998,deploy,pass,1,3
10-24,6404.9899999499,alive,none,belted,,f,49,2002,1991,unavail,pass,0,2
40-54,26.7069999999,alive,airbag,belted,0,f,41,1999,1996,deploy,driver,1,3
25-39,886.7759999931,alive,airbag,belted,1,m,25,2002,2000,deploy,pass,1,1
10-24,566.7659999952,alive,none,none,1,f,67,1998,1987,unavail,pass,0,1
10-24,598.5309999958,alive,none,none,0,m,27,2000,1992,unavail,driver,0,2
25-39,21.3829999999,alive,none,none,1,m,49,1998,1983,unavail,driver,0,2
10-24,53.227,alive,airbag,belted,1,m,20,2002,2000,nodeploy,driver,0,0
10-24,67.2049999991,alive,airbag,none,0,m,74,2001,1994,nodeploy,driver,0,3
25-39,221.3869999982,alive,none,belted,0,f,72,1999,1986,unavail,driver,0,3
10-24,591.3509999961,alive,airbag,belted,1,m,32,2002,1994,deploy,driver,1,1
25-39,21.4149999998,alive,airbag,none,1,m,28,2002,1993,deploy,driver,1,3
25-39,59.4239999996,alive,airbag,belted,1,f,33,2000,1996,deploy,driver,1,2
40-54,4.491,alive,none,belted,0,m,21,1999,1989,unavail,driver,0,3
10-24,1578.5199999958,alive,airbag,belted,1,f,68,2001,1996,deploy,driver,1,1
10-24,146.1109999996,alive,none,none,1,m,42,2002,1983,unavail,driver,0,1
25-39,51.3659999999,alive,none,none,1,m,23,1997,1992,unavail,driver,0,1
25-39,54.3029999998,alive,none,none,1,m,16,2001,1991,unavail,pass,0,3
25-39,16.1329999999,alive,airbag,belted,0,f,43,2000,1993,nodeploy,driver,0,3
10-24,8.921,alive,airbag,belted,0,f,35,2002,2002,deploy,driver,1,2
25-39,33.2879999997,alive,airbag,none,1,m,18,1997,1990,deploy,driver,1,3
55+,213.2459999993,alive,airbag,belted,1,m,58,2000,2000,deploy,driver,1,3
10-24,10.034,alive,airbag,none,0,m,26,2002,1997,nodeploy,driver,0,3
10-24,336.8189999983,alive,airbag,belted,1,f,44,1999,1999,deploy,driver,1,0
10-24,0,alive,airbag,belted,1,m,19,1999,2000,deploy,driver,1,0
25-39,24.0919999999,alive,none,belted,0,m,39,2001,1993,unavail,pass,0,2
10-24,10.7609999999,alive,airbag,none,0,m,23,2001,1998,nodeploy,pass,0,2
10-24,6.964,alive,airbag,belted,1,m,30,1999,1998,deploy,driver,1,1
10-24,1840.6349999905,alive,none,belted,1,m,70,1998,1987,unavail,driver,0,1
10-24,400.0639999993,alive,airbag,none,1,f,17,2001,2001,deploy,driver,1,2
40-54,20.933,alive,none,belted,1,f,19,1999,1986,unavail,driver,0,3
40-54,21.2929999998,alive,airbag,none,0,m,21,2002,1998,nodeploy,driver,0,3
10-24,2000.4899999946,alive,none,belted,1,m,84,2000,1989,unavail,driver,0,1
25-39,126.4669999992,alive,none,none,1,m,24,1998,1974,unavail,driver,0,0
10-24,267.5429999977,alive,airbag,belted,0,m,82,1999,1996,deploy,driver,1,2
10-24,583.7449999973,alive,airbag,belted,1,m,33,2000,1999,nodeploy,driver,0,0
25-39,17.227,alive,none,none,0,m,74,1999,1983,unavail,driver,0,3
10-24,553.9409999996,alive,airbag,belted,1,m,48,1999,1995,nodeploy,pass,0,1
25-39,4353.0889999867,alive,none,belted,1,m,53,1999,1986,unavail,driver,0,1
1-9km/h,31.5299999998,alive,airbag,belted,0,f,29,1998,1996,nodeploy,pass,0,3
25-39,162.4459999986,alive,none,belted,0,m,55,1997,1989,unavail,driver,0,3
25-39,2186.3269999921,alive,airbag,belted,0,f,23,1998,1995,nodeploy,driver,0,1
10-24,4.29,alive,airbag,none,1,f,31,2001,2000,deploy,driver,1,3
10-24,35.5119999996,alive,airbag,belted,0,f,59,2000,2000,deploy,driver,1,3
10-24,110.4919999996,alive,airbag,belted,0,f,48,1997,1996,nodeploy,driver,0,2
10-24,3.905,alive,none,none,1,m,82,1997,1987,unavail,driver,0,3
10-24,35.7969999998,alive,none,none,0,f,28,1999,1990,unavail,driver,0,0
25-39,349.5599999987,alive,none,belted,1,f,64,1998,1981,unavail,driver,0,2
