year,age,maritl,race,education,jobclass,health,health_ins,wage
2004,42,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.4757132903
2006,25,2. Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894636985
2004,40,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2003,31,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,94.0727147457
2003,62,2. Married,1. White,3. Some College,2. Information,1. <=Good,2. No,25.2910080971
2009,37,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065337
2009,37,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,131.737801155
2009,35,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,116.2653240625
2004,56,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,139.3538117675
2007,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2004,37,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438122
2007,53,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,133.2323508266
2005,29,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,102.8702469332
2007,44,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412339
2003,49,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,2. No,176.9896504899
2009,47,2. Married,3. Asian,3. Some College,2. Information,2. >=Very Good,2. No,118.8843593399
2003,40,2. Married,4. Other,2. HS Grad,2. Information,2. >=Very Good,1. Yes,138.6391722216
2004,43,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821773775
2004,34,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412339
2007,49,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,87.9810327856
2007,39,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,198.3502904644
2005,43,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,145.1436011769
2003,32,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.1119940653
2008,39,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593399
2003,64,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,107.9039238669
2004,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412339
2009,34,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,169.0735400494
2005,32,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,84.045957654
2008,39,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,65.1108537153
2004,43,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,134.7053751189
2008,44,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,123.908567598
2007,60,2. Married,3. Asian,5. Advanced Degree,2. Information,1. <=Good,1. Yes,154.6852929956
2003,42,2. Married,3. Asian,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.9024706032
2005,59,4. Divorced,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,54.1212053952
2004,34,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796372966
2007,50,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,127.1157438122
2005,54,1. Never Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,109.4898414522
2007,40,4. Divorced,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2005,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.2991269209
2008,68,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2009,35,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,137.4812478317
2008,48,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.1436011769
2006,32,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,87.9810327856
2005,33,1. Never Married,1. White,3. Some College,2. Information,1. <=Good,2. No,96.3706528322
2004,43,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754083
2006,51,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,99.5919888163
2003,51,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,98.5993438604
2006,35,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,87.9810327856
2003,37,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,54.5981500331
2008,35,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,154.9902602768
2004,40,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,75.355679318
2008,36,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039238669
2009,44,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,267.9010868553
2008,45,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2009,36,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010868553
2004,38,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,127.2733470065
2007,44,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,59.0970640816
2003,26,1. Never Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,94.0727147457
2003,39,4. Divorced,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,87.9810327856
2007,52,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,81.2832532843
2009,20,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,64.3510245723
2006,28,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,2. No,68.1119940653
2004,27,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.4884433977
2008,72,2. Married,2. Black,5. Advanced Degree,1. Industrial,1. <=Good,2. No,87.9810327856
2006,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2008,28,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966
2009,43,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,156.5035108826
2004,32,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,99.6894636985
2009,44,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723332
2005,34,4. Divorced,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,147.11668916
2005,47,2. Married,3. Asian,5. Advanced Degree,2. Information,1. <=Good,1. Yes,128.6804882206
2003,56,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,134.7053751189
2009,55,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2008,62,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,127.1157438122
2005,43,2. Married,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,65.1108537153
2005,50,2. Married,4. Other,1. < HS Grad,2. Information,1. <=Good,2. No,111.720849361
2004,30,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,118.8843593399
2005,47,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,118.8843593399
2004,51,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,101.8243520757
2004,48,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,97.4932940454
2003,42,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,75.0431540174
2005,53,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2005,43,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,90.4819133566
2003,58,4. Divorced,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,138.2991269209
2003,31,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,75.355679318
2004,48,2. Married,1. White,3. Some College,2. Information,1. <=Good,2. No,78.392466801
2005,46,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751189
2008,19,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,30.9237526934
2007,50,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,89.2428846645
2006,31,1. Never Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,97.4932940454
2009,41,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,2. No,94.0727147457
2006,32,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2004,41,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,127.1157438122
2004,35,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593399
2005,26,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,96.3706528322
2006,33,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.2428846645
2004,48,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,278.9644666958
2005,22,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,63.1888610037
2007,40,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896504899
2008,27,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,61.187526434
2006,39,2. Married,2. Black,3. Some College,1. Industrial,1. <=Good,1. Yes,123.0896998479
2006,43,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,134.7053751189
2009,40,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,114.4757132903
2009,23,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.383940379
2005,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.720849361
2006,36,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,140.3982001619
2004,40,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2005,45,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,142.4571698851
2007,45,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.983694295
2004,45,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,99.6894636985
2003,40,4. Divorced,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.4932940454
2005,41,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,87.9810327856
2005,25,1. Never Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,77.4976813877
2003,42,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,96.3706528322
2004,42,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,106.9218140912
2007,54,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,148.4131591026
2006,29,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,87.9810327856
2005,30,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,117.1468169148
2008,42,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,100.7642728421
2004,39,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,81.2832532843
2005,46,1. Never Married,2. Black,4. College Grad,2. Information,1. <=Good,1. Yes,104.9215065337
2005,38,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,87.8535469004
2004,62,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2004,55,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,123.0896998479
2003,33,4. Divorced,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,76.8936025176
2005,61,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.8085568244
2005,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,152.8388009912
2007,30,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,121.4303138226
2009,40,5. Separated,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.0431540174
2009,55,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.8243520757
2003,18,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.4760196469
2008,39,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2007,51,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,86.6951548289
2006,24,1. Never Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2005,24,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,73.7757432747
2005,39,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,128.6804882206
2004,33,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438122
2006,25,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,99.6894636985
2009,30,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723332
2009,48,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,147.11668916
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966
2004,60,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,138.2991269209
2008,57,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2007,48,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2005,25,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,89.492479518
2003,25,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.8549003093
2007,25,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2007,51,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,94.0727147457
2009,36,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,86.910327739
2009,22,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.0431540174
2007,25,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,64.1592325661
2003,63,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,123.0896998479
2005,64,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,49.5553381215
2006,22,5. Separated,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.0431540174
2003,30,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2008,39,2. Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894636985
2003,41,1. Never Married,1. White,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,92.8958447895
2004,18,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,55.9974338325
2008,48,2. Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,1. Yes,111.720849361
2004,67,2. Married,3. Asian,5. Advanced Degree,2. Information,1. <=Good,1. Yes,160.6424754083
2004,41,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,154.8683672316
2007,36,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,104.9215065337
2008,33,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,81.2832532843
2007,25,1. Never Married,2. Black,4. College Grad,2. Information,2. >=Very Good,2. No,54.5981500331
2005,47,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.3253181088
2009,51,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,118.8843593399
2005,51,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,67.1792914754
2004,37,4. Divorced,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,84.4502536702
2007,46,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,318.3424300565
2008,31,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,116.2653240625
2004,40,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,92.3000614283
2005,32,1. Never Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,103.9024706032
2005,43,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,132.8607653116
2006,49,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,94.0727147457
2004,32,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,84.045957654
2008,38,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,129.4536445766
2003,47,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2005,23,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,89.492479518
2007,41,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,186.876677628
2008,44,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2008,51,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757132903
2003,30,1. Never Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,138.2991269209
2003,31,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,108.8745258347
2008,45,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,84.045957654
2003,31,4. Divorced,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,154.6852929956
2006,27,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,106.9218140912
2005,42,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856422
2009,57,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,116.7071545591
2009,26,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.9616443217
2005,23,1. Never Married,4. Other,4. College Grad,2. Information,1. <=Good,1. Yes,94.0727147457
2009,22,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,87.9810327856
2009,54,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,108.8745258347
2008,29,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,93.0440149337
2009,40,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,166.87938328
2005,28,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,102.8702469332
2004,38,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856422
2007,47,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,126.3238807098
2007,51,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,281.7459705519
2006,29,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2005,49,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,111.720849361
2008,22,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,76.283277854
2003,40,2. Married,3. Asian,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,115.3750385564
2004,25,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,103.9024706032
